2019 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H6453,Local CCP,"Hmo Louisiana, Inc.",HMO Louisiana,Louisiana Health Service & Indemnity Company,78%,60%,67%,Plan too new to be measured,Plan too new to be measured,49%,95%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,64%,96%,72%,64%,79%,53%,47%,46%,10%,82%,83,74,92,86,84,88,0.31,11%,Medicare shows only a Star Rating for this topic,100%,88%,100%,95%,2.2,Not enough data available,0.31,11%,Medicare shows only a Star Rating for this topic,84,88,98,75%,80%,77%,71%,81%
H6502,Local CCP,Missouri Valley Life And Health Insurance Company,Blue Cross and Blue Shield of Kansas City (Blue KC,Blue Cross and Blue Shield of Kansas City,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,70%,69%,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H6526,Local CCP,"Unitedhealthcare Of New Mexico, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,98%,97%,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H6528,Local CCP,Care Improvement Plus South Central Insurance Co.,UnitedHealthcare,"UnitedHealth Group, Inc.",68%,75%,68%,Not enough data available,Not enough data available,56%,96%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,40%,73%,95%,77%,57%,88%,59%,51%,31%,9%,80%,84,75,90,85,85,85,1.08,14%,Medicare shows only a Star Rating for this topic,100%,98%,98%,97%,2.7,Not enough data available,1.08,14%,Medicare shows only a Star Rating for this topic,82,88,99,78%,83%,79%,83%,75%
H6550,Local CCP,"Sunflower State Health Plan, Inc.",Allwell,Centene Corporation,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,94%,94%,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H6595,Local CCP,"Unitedhealthcare Of Kentucky, Ltd.",UnitedHealthcare,"UnitedHealth Group, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H6622,Local CCP,Humana Wi Health Organization Insurance Corp,Humana,Humana Inc.,75%,78%,75%,70%,84%,56%,99%,77%,97%,96%,98%,39%,77%,97%,87%,86%,83%,54%,45%,74%,9%,81%,83,78,89,85,84,88,0.15,9%,Medicare shows only a Star Rating for this topic,91%,91%,98%,100%,1.5,89%,0.15,9%,Medicare shows only a Star Rating for this topic,85,88,99,84%,86%,84%,75%,80%
H6672,Local CCP,"Eon Health, Inc. (ga)",Eon Health,"Eon Health Plan, LLC",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,73%,81%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,98,64%,73%,67%,71%,75%
H6723,Local CCP,Medical Mutual Of Ohio,Medical Mutual of Ohio,MEDICAL MUTUAL OF OHIO,76%,67%,71%,Plan too new to be measured,Plan too new to be measured,49%,91%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,11%,62%,95%,62%,52%,85%,53%,47%,45%,10%,82%,85,77,90,86,86,86,0.14,19%,Medicare shows only a Star Rating for this topic,82%,91%,90%,97%,2.0,90%,0.14,19%,Medicare shows only a Star Rating for this topic,83,90,98,81%,84%,81%,61%,77%
H6743,Local CCP,Atrio Health Plans,ATRIO Health Plans,ATRIO Health Plans,69%,57%,65%,66%,82%,45%,93%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,11%,70%,93%,70%,55%,79%,52%,46%,47%,7%,67%,82,76,92,84,83,83,0.10,3%,Medicare shows only a Star Rating for this topic,100%,92%,90%,97%,8.7,Not enough data available,0.10,3%,Medicare shows only a Star Rating for this topic,83,90,99,78%,82%,80%,72%,69%
H6750,Local CCP,"Harvard Pilgrim Health Care Of New England, Inc.","Harvard Pilgrim Health Care of New England, Inc.","Harvard Pilgrim Health Care, Inc.",76%,65%,72%,72%,87%,58%,96%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,68%,94%,76%,70%,94%,51%,45%,43%,11%,83%,84,84,92,86,87,89,0.22,6%,Medicare shows only a Star Rating for this topic,85%,93%,87%,94%,16.7,93%,0.22,6%,Medicare shows only a Star Rating for this topic,84,89,99,86%,89%,85%,68%,84%
H6776,Local CCP,"Elderserve Health, Inc.",RiverSpring Health Plans,Riverspring Health Holding Corp.,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,98%,95%,92%,92%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,76%,98%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,100,No data available,91%,77%,84%,No data available
H6786,Local CCP,"Anthem Health Plans Of Maine, Inc.",Anthem Blue Cross and Blue Shield,Anthem Inc.,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,97%,100%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,100,No data available,No data available,88%,Not enough data available,No data available
H6815,Local CCP,Health Net Health Plan Of Oregon,"Health Net Health Plan of Oregon, Inc.",Centene Corporation,76%,76%,75%,72%,83%,54%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,58%,83%,95%,88%,77%,79%,49%,48%,50%,10%,81%,83,80,88,86,85,85,0.11,5%,Medicare shows only a Star Rating for this topic,96%,92%,94%,94%,1.5,33%,0.11,5%,Medicare shows only a Star Rating for this topic,83,91,99,85%,86%,85%,79%,79%
H6821,Local CCP,Mutual Of Omaha Medicare Advantage Company,Mutual of Omaha Medicare Advantage Company,Mutual of Omaha Insurance Company,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H6870,Demo,"Superior Health Plan, Inc.",Superior HealthPlan,Centene Corporation,No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,No data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H6975,Local CCP,"Wellcare Of Alabama, Inc.",WellCare,"WellCare Health Plans, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H6988,Local CCP,"Centers Plan For Healthy Living, Llc",Centers Plan for Healthy Living,"Centers Plan for Healthy Living, LLC",66%,51%,58%,Not enough data available,Not enough data available,45%,95%,78%,94%,70%,85%,Not enough data available,65%,98%,76%,70%,Not enough data available,60%,Not enough data available,65%,11%,Not enough data available,71,68,85,Not enough data available,78,81,1.30,34%,Medicare shows only a Star Rating for this topic,92%,79%,85%,90%,13.7,Not enough data available,1.30,34%,Medicare shows only a Star Rating for this topic,82,Not enough data available,99,75%,70%,64%,81%,77%
H7006,Local CCP,Atrio Health Plans,ATRIO Health Plans,ATRIO Health Plans,80%,70%,81%,71%,83%,55%,88%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,77%,97%,58%,CMS identified issues with this plan's data,86%,50%,52%,46%,8%,79%,84,79,93,86,87,86,0.14,8%,Medicare shows only a Star Rating for this topic,100%,91%,90%,97%,8.7,Not enough data available,0.14,8%,Medicare shows only a Star Rating for this topic,85,93,99,85%,88%,86%,71%,81%
H7020,Local CCP,"Cigna Healthcare Of South Carolina, Inc.",Cigna-HealthSpring,CIGNA,75%,77%,70%,66%,79%,44%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,85%,80%,98%,83%,73%,71%,59%,41%,68%,10%,78%,84,78,91,86,87,88,0.20,12%,Medicare shows only a Star Rating for this topic,88%,96%,97%,98%,45.2,61%,0.20,12%,Medicare shows only a Star Rating for this topic,85,90,97,75%,78%,75%,66%,77%
H7115,Local CCP,Memorial Hermann Health Plan,Memorial Hermann Health Plan,Memorial Hermann Health System,70%,65%,75%,Plan too new to be measured,Plan too new to be measured,57%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,58%,97%,84%,68%,76%,56%,54%,62%,11%,81%,83,77,89,87,87,86,0.12,20%,Medicare shows only a Star Rating for this topic,90%,96%,98%,97%,19.4,Not enough data available,0.12,20%,Medicare shows only a Star Rating for this topic,84,88,99,76%,80%,77%,84%,80%
H7119,Local CCP,Provider Partners Health Plan Of Ohio,Provider Partners Ohio Advantage Plan,"Rifkin Managed Care Holding Company, LLC",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H7149,Local CCP,Aetna Health Inc. (pa),Aetna Medicare,Aetna Inc.,66%,65%,74%,63%,85%,46%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,68%,66%,93%,82%,82%,85%,51%,46%,87%,9%,77%,86,83,90,86,84,88,0.12,16%,Medicare shows only a Star Rating for this topic,91%,100%,100%,98%,6.0,Not enough data available,0.12,16%,Medicare shows only a Star Rating for this topic,83,90,99,82%,84%,83%,68%,77%
H7165,Local CCP,Bluecross And Blueshield Of South Carolina,Blue Cross Blue Shield of South Carolina,BlueCross BlueShield of South Carolina (BCBSSC),Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,95%,92%,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H7172,Demo,"Aetna Better Health, Inc. (oh)","Aetna Better Health of Ohio, MyCare Ohio",Aetna Inc.,No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,No data available,No data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H7173,Local CCP,"Peach State Health Plan, Inc.",Allwell,Centene Corporation,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,77%,95%,93%,93%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,95%,95%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,99,74%,74%,69%,89%,86%
H7220,Local CCP,"Indiana University Health Plans Nfp, Inc.",Indiana University Health Plans - Medicare,Indiana University Health,76%,65%,79%,69%,81%,49%,96%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,71%,94%,69%,75%,81%,49%,44%,43%,10%,79%,86,81,91,88,88,87,0.10,5%,Medicare shows only a Star Rating for this topic,100%,89%,97%,81%,4.2,82%,0.10,5%,Medicare shows only a Star Rating for this topic,84,92,99,80%,85%,82%,63%,76%
H7245,Local CCP,Premera Blue Cross,Premera Blue Cross Medicare Advantage,Premera,71%,57%,75%,70%,81%,52%,84%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,52%,58%,96%,57%,62%,80%,42%,41%,56%,11%,80%,83,81,89,85,81,89,0.17,13%,Medicare shows only a Star Rating for this topic,100%,92%,92%,92%,2.0,Not enough data available,0.17,13%,Medicare shows only a Star Rating for this topic,79,89,99,81%,85%,83%,59%,79%
H7284,Local CCP,"Humana Health Insurance Company Of Florida, Inc.",Humana,Humana Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H7301,Local CCP,"Coventry Health Care Of Illinois, Inc.",Aetna Medicare,Aetna Inc.,68%,71%,70%,66%,83%,45%,100%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,54%,66%,93%,81%,83%,86%,52%,41%,88%,9%,78%,85,81,90,86,86,88,0.10,5%,Medicare shows only a Star Rating for this topic,100%,96%,100%,98%,0.5,Not enough data available,0.10,5%,Medicare shows only a Star Rating for this topic,84,89,99,84%,87%,84%,23%,77%
H7317,Local CCP,Hawaii Medical Service Association (hmsa),Essential Advantage,Hawaii Medical Service Association,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,97%,100%,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H7326,Local CCP,"Wellcare Of South Carolina, Inc.",WellCare,"WellCare Health Plans, Inc.",Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,95%,88%,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H7404,Local CCP,Pacificare Life Assurance Company,UnitedHealthcare,"UnitedHealth Group, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H7419,Demo,"Tufts Health Public Plans, Inc.",Tufts Health Plan,"Tufts Associated HMO, Inc.",No data available,No data available,Plan too small to be measured,Not enough data available,Not enough data available,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,No data available,Not enough data available,Not enough data available,Plan too small to be measured,Not enough data available,No data available,No data available,No data available,No data available,No data available,No data available
H7445,Local CCP,"Unitedhealthcare Of Illinois, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,98%,97%,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
