2020 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H4868,Local CCP,"Wellcare Of New York, Inc.",WellCare,"WellCare Health Plans, Inc.",70%,66%,Plan too small to be measured,63%,82%,Plan too new to be measured,98%,No data available,84%,78%,87%,58%,72%,96%,71%,72%,Plan too new to be measured,Plan too new to be measured,50%,10%,81%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,90%,79%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,100,No data available,91%,85%,Not enough data available,No data available
H4875,Local CCP,Priority Health,Priority Health Medicare,Spectrum Health System,80%,81%,74%,69%,83%,53%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,63%,75%,96%,83%,79%,56%,48%,73%,8%,79%,84,79,92,86,84,86,0.07,9%,Medicare shows only a Star Rating for this topic,92%,96%,95%,91%,5.2,83%,0.07,9%,Medicare shows only a Star Rating for this topic,85,91,99,85%,88%,85%,75%,78%
H4882,Local CCP,"Healthpartners, Inc.",HealthPartners,"HealthPartners, Inc.",84%,83%,76%,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,82%,95%,91%,Not enough data available,Plan too new to be measured,Plan too new to be measured,81%,No data available,Not enough data available,85,83,93,87,85,88,0.13,21%,Not enough data available,Not enough data available,Not enough data available,95%,98%,0.0,Not enough data available,0.13,21%,Not enough data available,81,91,99,88%,90%,89%,Not enough data available,79%
H4909,Local CCP,"Anthem Insurance Companies, Inc.",Anthem Blue Cross and Blue Shield,Anthem Inc.,79%,78%,84%,69%,82%,55%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,78%,94%,84%,91%,46%,44%,74%,6%,79%,84,76,90,88,86,86,0.09,1%,Medicare shows only a Star Rating for this topic,100%,88%,97%,97%,6.2,Not enough data available,0.09,1%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,96,80%,85%,82%,90%,74%
H4922,Local CCP,"Agewell New York, Llc",AgeWell New York,"ParkerCare New York, LLC",58%,49%,68%,73%,79%,49%,95%,85%,94%,80%,89%,Not enough data available,65%,96%,75%,74%,65%,47%,50%,11%,87%,80,74,88,82,80,85,0.22,6%,Medicare shows only a Star Rating for this topic,97%,69%,98%,95%,2.0,Not enough data available,0.22,6%,Medicare shows only a Star Rating for this topic,81,Not enough data available,97,82%,82%,78%,80%,78%
H4931,Local CCP,Banner - University Care Advantage,Banner - University Care Advantage,Banner Health,67%,62%,66%,66%,82%,47%,98%,38%,88%,82%,89%,Not enough data available,75%,95%,78%,74%,60%,Not enough data available,61%,11%,71%,82,75,88,86,88,82,0.19,11%,Medicare shows only a Star Rating for this topic,99%,81%,86%,82%,2.9,Not enough data available,0.19,11%,Medicare shows only a Star Rating for this topic,87,88,99,75%,79%,74%,68%,78%
H4937,Local CCP,California Physicians' Service,Blue Shield of California,California Physicians' Service,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H4961,Local CCP,Alignment Health Plan,Alignment Health Plan,"Alignment Healthcare USA, LLC",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H4982,Local CCP,Aetna Better Health Of California Inc.,Aetna Medicare,CVS Health Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5008,Local CCP,Unitedhealthcare Insurance Company,UnitedHealthcare,"UnitedHealth Group, Inc.",68%,76%,70%,71%,85%,55%,99%,54%,91%,80%,96%,55%,76%,96%,80%,77%,68%,50%,64%,7%,85%,78,75,90,84,87,83,0.18,10%,Medicare shows only a Star Rating for this topic,100%,100%,97%,95%,0.3,91%,0.18,10%,Medicare shows only a Star Rating for this topic,83,89,99,82%,82%,81%,76%,81%
H5009,Local CCP,Regence Blueshield,Regence BlueShield,"Cambia Health Solutions, Inc.",78%,82%,82%,75%,84%,54%,93%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,36%,73%,96%,83%,82%,48%,51%,55%,6%,84%,85,82,92,86,84,87,0.06,18%,Medicare shows only a Star Rating for this topic,100%,95%,98%,95%,0.0,67%,0.06,18%,Medicare shows only a Star Rating for this topic,80,88,99,87%,88%,88%,73%,82%
H5010,Local CCP,Asuris Northwest Health,Asuris Northwest Health,"Cambia Health Solutions, Inc.",77%,78%,75%,71%,91%,57%,100%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,74%,No data available,85%,Not enough data available,Not enough data available,Not enough data available,41%,No data available,No data available,82,82,92,88,86,89,0.09,11%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,98%,95%,0.0,Not enough data available,0.09,11%,Medicare shows only a Star Rating for this topic,81,90,99,88%,85%,87%,68%,72%
H5015,Local CCP,"Texas Independence Health Plan, Inc.",Texas Independence Health Plan,Regency ISNP Holdings LLC,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5042,Local CCP,"Cdphp Universal Benefits, Inc.",CDPHP Medicare Advantage,"Capital District Physicians' Health Plan, Inc.",88%,83%,87%,69%,85%,54%,100%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,91%,97%,91%,88%,54%,54%,72%,10%,84%,85,82,93,89,91,87,0.00,Not enough data available,Medicare shows only a Star Rating for this topic,94%,81%,Not enough data available,Not enough data available,2.8,Not enough data available,0.00,Not enough data available,Medicare shows only a Star Rating for this topic,89,92,Not enough data available,91%,91%,87%,38%,82%
H5050,Local CCP,Kaiser Foundation Health Plan Of Washington,Kaiser Foundation Health Plan of Washington,"Kaiser Foundation Health Plan, Inc.",83%,87%,86%,68%,85%,53%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,59%,88%,98%,87%,88%,51%,47%,85%,6%,87%,81,80,90,87,87,87,0.12,3%,Medicare shows only a Star Rating for this topic,98%,95%,97%,98%,2.3,87%,0.12,3%,Medicare shows only a Star Rating for this topic,86,92,98,88%,90%,90%,85%,86%
H5087,Local CCP,"Wellcare Of California, Inc.",WellCare,"WellCare Health Plans, Inc.",76%,79%,76%,81%,76%,59%,99%,CMS identified issues with this plan's data,94%,90%,95%,83%,84%,99%,81%,71%,66%,Not enough data available,72%,8%,82%,Not enough data available,67,Not enough data available,Not enough data available,86,Not enough data available,0.13,18%,Medicare shows only a Star Rating for this topic,100%,92%,84%,89%,2.0,Not enough data available,0.13,18%,Medicare shows only a Star Rating for this topic,85,Not enough data available,99,86%,85%,82%,64%,86%
H5106,Local CCP,Highmark Senior Solutions Company,Highmark Inc.,Highmark Health,71%,78%,76%,66%,78%,43%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,32%,70%,95%,83%,79%,59%,46%,78%,10%,76%,85,79,92,86,86,86,0.06,3%,Medicare shows only a Star Rating for this topic,92%,100%,100%,97%,19.4,79%,0.06,3%,Medicare shows only a Star Rating for this topic,84,90,98,85%,84%,84%,62%,77%
H5117,Local CCP,"Louisiana Healthcare Connections, Inc.",Allwell,Centene Corporation,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,97%,98%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,99,No data available,No data available,No data available,Not enough data available,No data available
H5126,Local CCP,Oscar Insurance Company,Oscar,"Mulberry Health, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5140,Local CCP,"Blue Cross And Blue Shield Of Arizona, Inc.",Blue Cross Blue Shield of Arizona,Blue Cross Blue Shield of Arizona,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5141,Local CCP,Clover Insurance Company,Clover Health,"Clover Health Holdings, Inc.",74%,73%,70%,67%,75%,56%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,68%,76%,98%,84%,75%,65%,46%,63%,10%,79%,80,76,88,85,87,82,0.19,11%,Medicare shows only a Star Rating for this topic,100%,77%,94%,84%,0.0,93%,0.19,11%,Medicare shows only a Star Rating for this topic,85,87,99,82%,82%,77%,79%,80%
H5172,Demo,Community Health Group,Community Health Group,Community Health Group,No data available,No data available,Plan too small to be measured,Not enough data available,Not enough data available,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,No data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H5178,Local CCP,"Humana Health Plan, Inc.",Humana,Humana Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5190,Local CCP,"Sunshine State Health Plan, Inc.",Allwell,Centene Corporation,69%,68%,57%,68%,85%,52%,97%,59%,94%,87%,89%,Not enough data available,77%,95%,74%,Not enough data available,63%,Not enough data available,44%,11%,78%,Not enough data available,78,91,85,85,85,0.36,35%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,97%,98%,9.8,Not enough data available,0.36,35%,Medicare shows only a Star Rating for this topic,86,Not enough data available,99,81%,79%,77%,85%,83%
H5199,Local CCP,"Wellcare Health Insurance Of Arizona, Inc.",WellCare,"WellCare Health Plans, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,90%,79%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,100,No data available,86%,87%,Not enough data available,No data available
H5209,Local CCP,"Care Wisconsin Health Plan, Inc.","Care Wisconsin Health Plan, Inc.","Care Wisconsin First, Inc.",63%,70%,84%,63%,79%,53%,98%,96%,97%,100%,100%,Not enough data available,75%,94%,70%,Not enough data available,88%,59%,86%,9%,76%,85,83,91,87,86,88,0.14,2%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,83%,84%,5.5,Not enough data available,0.14,2%,Medicare shows only a Star Rating for this topic,91,90,97,88%,87%,92%,76%,84%
H5211,Local CCP,"Security Health Plan Of Wisconsin, Inc.","Security Health Plan of Wisconsin, Inc.","Marshfield Clinic Health System, Inc.",82%,75%,79%,67%,83%,46%,96%,CMS identified issues with this plan's data,94%,55%,59%,22%,78%,96%,84%,86%,52%,46%,74%,9%,80%,86,85,92,88,88,89,0.02,2%,Medicare shows only a Star Rating for this topic,100%,91%,86%,83%,1.1,Not enough data available,0.02,2%,Medicare shows only a Star Rating for this topic,83,92,99,89%,90%,88%,73%,81%
H5215,Local CCP,Network Health Insurance Corporation,Network Health Medicare Advantage Plans,"Network Health, Inc.",80%,79%,77%,71%,83%,50%,99%,68%,98%,97%,99%,26%,78%,97%,90%,87%,52%,48%,86%,7%,79%,85,83,90,88,86,89,0.05,5%,Medicare shows only a Star Rating for this topic,97%,85%,94%,89%,1.1,86%,0.05,5%,Medicare shows only a Star Rating for this topic,85,93,99,89%,90%,87%,87%,82%
H5216,Local CCP,Humana Insurance Company,Humana,Humana Inc.,75%,79%,77%,67%,84%,53%,99%,No data available,No data available,No data available,No data available,46%,73%,96%,86%,81%,54%,44%,78%,9%,82%,86,79,90,87,86,87,0.10,8%,Medicare shows only a Star Rating for this topic,97%,94%,100%,97%,1.8,89%,0.10,8%,Medicare shows only a Star Rating for this topic,83,90,99,85%,87%,86%,81%,79%
H5232,Local CCP,"Paramount Care, Inc.",Paramount Elite/Medicare Plans,"Promedica Health System, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5253,Local CCP,"Unitedhealthcare Of Wisconsin, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",78%,80%,75%,69%,81%,49%,99%,69%,95%,90%,97%,45%,76%,97%,83%,82%,57%,37%,65%,8%,81%,85,81,91,88,87,87,0.10,8%,Medicare shows only a Star Rating for this topic,100%,99%,98%,97%,0.1,99%,0.10,8%,Medicare shows only a Star Rating for this topic,84,90,99,84%,86%,84%,81%,80%
H5256,1876 Cost,Medical Associates Clinic Health Plan,Medical Associates Clinic Health Plan of Wisconsin,"Medical Associates Clinic, P.C.",73%,72%,75%,68%,84%,45%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Benefit not offered by plan,84%,95%,87%,Benefit not offered by plan,57%,44%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,87,85,94,90,93,90,0.00,1%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
H5262,Local CCP,Quartz Health Plan Corporation,Senior Preferred,University of Wisconsin Hospitals and Clincs Autho,85%,80%,83%,71%,87%,55%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,47%,85%,96%,90%,88%,52%,47%,86%,8%,78%,88,84,94,91,91,90,0.06,2%,Medicare shows only a Star Rating for this topic,96%,88%,89%,97%,0.8,Not enough data available,0.06,2%,Medicare shows only a Star Rating for this topic,90,95,99,89%,91%,90%,42%,88%
H5264,1876 Cost,"Dean Health Plan, Inc.","Dean Health Plan, Inc.",SSM Healthcare Corporation,79%,82%,80%,67%,85%,51%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Benefit not offered by plan,90%,96%,90%,Benefit not offered by plan,57%,44%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,86,86,91,90,92,88,0.02,3%,Medicare shows only a Star Rating for this topic,95%,82%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
H5273,Local CCP,"Carepartners Of Connecticut, Inc.",CarePartners of Connecticut,"Tufts Health Plan, Inc",Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,95%,95%,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5280,Demo,"Molina Healthcare Of Ohio, Inc.",Molina Healthcare of Ohio,"Molina Healthcare, Inc.,",No data available,No data available,Plan too small to be measured,Not enough data available,Not enough data available,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,No data available,No data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H5294,Local CCP,"Superior Health Plan, Inc.",Allwell,Centene Corporation,72%,71%,77%,67%,85%,60%,98%,92%,100%,98%,98%,Not enough data available,77%,97%,72%,Not enough data available,82%,Not enough data available,52%,5%,94%,86,78,92,86,88,84,0.50,30%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,97%,98%,30.4,Not enough data available,0.50,30%,Medicare shows only a Star Rating for this topic,89,90,99,87%,85%,86%,87%,87%
H5302,Local CCP,Aetna Health Inc. (ga),Aetna Medicare,CVS Health Corporation,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,100%,97%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,99,80%,85%,85%,Not enough data available,85%
H5322,Local CCP,Care Improvement Plus South Central Insurance Co.,UnitedHealthcare,"UnitedHealth Group, Inc.",70%,78%,70%,62%,82%,53%,98%,62%,93%,86%,96%,43%,82%,97%,83%,82%,72%,42%,58%,7%,85%,83,77,92,85,88,85,0.18,18%,Medicare shows only a Star Rating for this topic,100%,100%,98%,97%,0.0,Not enough data available,0.18,18%,Medicare shows only a Star Rating for this topic,85,91,99,83%,83%,80%,80%,82%
H5325,Local CCP,"Coventry Health Care Of Kansas, Inc.",Aetna Medicare,CVS Health Corporation,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,100%,97%,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
