2021 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,
H4304 ,Local CCP ,UNIVERSITY OF UTAH HEALTH INSURANCE PLANS ,Advantage U ,University of Utah ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H4343 ,Local CCP ,"CENTENE VENTURE COMPANY ALABAMA HEALTH PLAN, INC. ",Ascension Complete ,Centene Corporation ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H4346 ,Local CCP ,"HMO COLORADO, INC. ",Anthem Blue Cross and Blue Shield ,Anthem Inc. ,75%,75%,70,73%,83%,57%,99%,75%,98%,98%,99%,Not enough data available ,83%,97%,83%,70%,56%,40%,68%,85%,78,73,88,84,86,79,0.79,18%,Medicare shows only a Star Rating for this topic ,100%,92%,100%,98%,0,Not enough data available ,0.79,18%,Medicare shows only a Star Rating for this topic ,85,88,99,81%,82%,81%,81%,85%
H4388 ,MSA ,"SECURITY HEALTH PLAN OF WISCONSIN, INC. ","Security Health Plan of Wisconsin, Inc. ","Marshfield Clinic Health System, Inc. ",61%,51%,55,66%,86%,45%,72%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,No data available ,59%,91%,62%,No data available ,36%,45%,52%,No data available ,86,83,91,83,82,89,0.27,14%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,Not enough data available ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure
H4407 ,Local CCP ,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC. ",Cigna ,CIGNA ,81%,86%,74,65%,77%,45%,100%,72%,96%,97%,98%,Not enough data available ,79%,99%,88%,78%,54%,42%,89%,79%,86,79,92,87,87,89,0.25,20%,Medicare shows only a Star Rating for this topic ,100%,97%,98%,98%,9.1,92%,0.25,20%,Medicare shows only a Star Rating for this topic ,87,90,99,82%,83%,82%,89%,86%
H4461 ,Local CCP ,CARITEN HEALTH PLAN INC. ,Humana ,Humana Inc. ,78%,83%,77,69%,78%,52%,99%,78%,97%,95%,97%,61%,76%,98%,87%,79%,58%,45%,87%,81%,87,80,92,88,90,89,0.13,9%,Medicare shows only a Star Rating for this topic ,89%,95%,100%,98%,2.5,85%,0.13,9%,Medicare shows only a Star Rating for this topic ,88,92,99,86%,87%,86%,89%,82%
H4490 ,Local CCP ,"MISSOURI MEDICARE SELECT, LLC ",American Health Advantage of Missouri ,"American Health Companies, Inc. ",Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,99%,No data available ,No data available ,No data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,93%,91%,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,72%,85%,Not enough data available
H4497 ,Local CCP ,MEDICAL MUTUAL OF OHIO ,Medical Mutual of Ohio ,MEDICAL MUTUAL OF OHIO ,76%,78%,77,69%,81%,55%,96%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,17%,76%,95%,78%,83%,55%,52%,48%,83%,86,81,92,88,87,88,0.05,8%,Medicare shows only a Star Rating for this topic ,92%,87%,97%,97%,2.2,Not enough data available ,0.05,8%,Medicare shows only a Star Rating for this topic ,84,91,99,88%,89%,87%,85%,80%
H4506 ,Local CCP ,"SELECTCARE OF TEXAS, INC. ",WellCare ,Centene Corporation ,74%,74%,72,68%,83%,51%,100%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,48%,74%,97%,84%,75%,56%,43%,67%,82%,85,77,89,87,85,86,0.27,14%,Medicare shows only a Star Rating for this topic ,89%,93%,98%,97%,2.9,100%,0.27,14%,Medicare shows only a Star Rating for this topic ,87,90,99,85%,86%,84%,87%,86%
H4513 ,Local CCP ,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC. ",Cigna ,CIGNA ,82%,87%,75,68%,80%,51%,100%,70%,97%,98%,99%,71%,87%,99%,87%,82%,60%,45%,88%,81%,84,75,90,88,91,85,0.11,9%,Medicare shows only a Star Rating for this topic ,99%,97%,98%,98%,5.9,94%,0.11,9%,Medicare shows only a Star Rating for this topic ,90,91,99,85%,86%,85%,82%,89%
H4514 ,Local CCP ,"UNITEDHEALTHCARE COMMUNITY PLAN OF TEXAS, L.L.C. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",68%,71%,71,67%,80%,56%,99%,69%,89%,81%,91%,43%,78%,97%,82%,74%,72%,39%,45%,76%,82,78,91,86,90,84,0.21,14%,Medicare shows only a Star Rating for this topic ,100%,99%,97%,97%,0,Not enough data available ,0.21,14%,Medicare shows only a Star Rating for this topic ,88,88,99,82%,81%,80%,88%,83%
H4523 ,Local CCP ,AETNA HEALTH INC. (TX) ,Aetna Medicare ,CVS Health Corporation ,69%,69%,72,67%,83%,56%,100%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,55%,74%,97%,82%,76%,58%,41%,79%,81%,81,74,89,84,86,86,0.2,20%,Medicare shows only a Star Rating for this topic ,98%,99%,97%,97%,0.5,91%,0.2,20%,Medicare shows only a Star Rating for this topic ,83,86,99,83%,83%,81%,63%,84%
H4527 ,Local CCP ,"PHYSICIANS HEALTH CHOICE OF TEXAS, LLC ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",84%,82%,78,67%,75%,58%,99%,56%,97%,97%,98%,70%,86%,98%,88%,77%,59%,41%,68%,80%,81,75,90,85,87,83,0.12,19%,Medicare shows only a Star Rating for this topic ,100%,99%,97%,97%,0,100%,0.12,19%,Medicare shows only a Star Rating for this topic ,85,88,99,83%,85%,82%,82%,87%
H4544 ,Local CCP ,"PEOPLES HEALTH, INC. ",Peoples Health ,"UnitedHealth Group, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H4590 ,Local CCP ,"UNITEDHEALTHCARE BENEFITS OF TEXAS, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",82%,83%,77,69%,78%,57%,99%,58%,96%,94%,97%,63%,83%,98%,87%,78%,61%,49%,64%,82%,84,80,91,87,88,87,0.09,8%,Medicare shows only a Star Rating for this topic ,99%,99%,97%,97%,0,100%,0.09,8%,Medicare shows only a Star Rating for this topic ,86,90,99,84%,85%,85%,75%,87%
H4604 ,Local CCP ,"UNITEDHEALTHCARE OF UTAH, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",71%,82%,77,69%,79%,59%,99%,No data available ,No data available ,No data available ,No data available ,53%,80%,97%,88%,88%,48%,50%,64%,84%,84,79,90,87,86,86,0.07,6%,Medicare shows only a Star Rating for this topic ,97%,99%,96%,96%,0,Not enough data available ,0.07,6%,Medicare shows only a Star Rating for this topic ,83,89,99,85%,85%,86%,82%,81%
H4605 ,Local CCP ,REGENCE BLUECROSS BLUESHIELD OF UTAH ,Regence BlueCross BlueShield of Utah ,"Cambia Health Solutions, Inc. ",71%,78%,78,68%,82%,62%,97%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,40%,78%,92%,87%,84%,59%,47%,53%,86%,88,82,92,88,89,88,0.02,4%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,98%,100%,2.6,73%,0.02,4%,Medicare shows only a Star Rating for this topic ,83,91,99,83%,87%,86%,80%,79%
H4623 ,Local CCP ,"HUMANA REGIONAL HEALTH PLAN, INC. ",Humana ,Humana Inc. ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,0.12,14%,Not enough data available ,Not enough data available ,Not enough data available ,100%,98%,3,88%,0.12,14%,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,99,88%,89%,88%,84%,77%
H4624 ,Local CCP ,"ZING HEALTH OF MICHIGAN, INC. ",Zing Health ,"ZING HEALTH HOLDINGS OF MICHIGAN, INC. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H4675 ,Local CCP ,HEALTHIER NEW JERSEY INSURANCE COMPANY ,Braven Health ,"NJ Collaborative Care, LLC ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H4676 ,Local CCP ,"TROY HEALTH, INC. ",Troy Medicare ,"Troy Holdings, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,83%,84%,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H4699 ,Local CCP ,"WELLCARE HEALTH PLANS OF RHODE ISLAND, INC. ",WellCare ,Centene Corporation ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H4709 ,Local CCP ,BRIGHT HEALTH INSURANCE COMPANY OF FLORIDA ,Bright Health ,"Bright Health, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,89%,92%,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H4711 ,Local CCP ,"COVENTRY HEALTH CARE OF NEBRASKA, INC. ",Aetna Medicare ,CVS Health Corporation ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,97%,97%,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H4754 ,Local CCP ,PACIFICSOURCE COMMUNITY HEALTH PLANS ,PacificSource Medicare ,PacificSource ,70%,74%,70,64%,83%,50%,96%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,72%,96%,80%,79%,48%,47%,58%,80%,83,80,91,86,86,87,0.02,8%,Medicare shows only a Star Rating for this topic ,100%,88%,89%,92%,10.4,Not enough data available ,0.02,8%,Medicare shows only a Star Rating for this topic ,83,92,99,83%,87%,87%,85%,72%
H4778 ,Local CCP ,"SPARTAN PLAN IL, INC. ",Sunrise Advantage Plan ,Public Sector Pension Investment Board ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,76%,No data available ,No data available ,No data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,94%,97%,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,99,Not enough data available ,84%,88%,89%,Not enough data available
H4829 ,Local CCP ,UHC OF CALIFORNIA ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H4835 ,Local CCP ,AETNA BETTER HEALTH OF OKLAHOMA INC. ,Aetna Medicare ,CVS Health Corporation ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,97%,97%,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H4847 ,Local CCP ,"WELLCARE OF SOUTH CAROLINA, INC. ",WellCare ,Centene Corporation ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,No data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,0.88,32%,Not enough data available ,Not enough data available ,Not enough data available ,98%,97%,0,Not enough data available ,0.88,32%,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,99,82%,80%,79%,87%,77%
H4853 ,Local CCP ,BRIGHT HEALTH COMPANY OF ARIZONA ,Bright Health ,"Bright Health, Inc. ",Not enough data available ,Not enough data available ,59,Plan too new to be measured ,Plan too new to be measured ,43%,Not enough data available ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,52%,97%,68%,Not enough data available ,51%,36%,25%,Not enough data available ,79,74,88,84,84,79,0.31,30%,Not enough data available ,Not enough data available ,Not enough data available ,90%,92%,0,Not enough data available ,0.31,30%,Medicare shows only a Star Rating for this topic ,84,87,98,77%,81%,74%,75%,82%
H4868 ,Local CCP ,"WELLCARE OF NEW YORK, INC. ",WellCare ,Centene Corporation ,70%,66%,Plan too small to be measured ,75%,85%,51%,98%,52%,84%,78%,87%,58%,72%,96%,71%,72%,66%,Not enough data available ,50%,81%,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,0.39,24%,Not enough data available ,84%,93%,98%,97%,2.5,Not enough data available ,0.39,24%,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,99,82%,82%,79%,76%,84%
H4875 ,Local CCP ,PRIORITY HEALTH ,Priority Health Medicare ,Spectrum Health System ,80%,81%,74,70%,80%,54%,99%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,63%,75%,96%,83%,79%,49%,48%,73%,79%,84,79,92,86,84,86,0.08,15%,Medicare shows only a Star Rating for this topic ,96%,90%,98%,97%,5.6,95%,0.08,15%,Medicare shows only a Star Rating for this topic ,85,91,99,87%,87%,86%,75%,80%
H4882 ,Local CCP ,"HEALTHPARTNERS, INC. ",HealthPartners ,"HealthPartners, Inc. ",84%,83%,76,Plan too new to be measured ,Plan too new to be measured ,52%,98%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,82%,95%,91%,Not enough data available ,57%,46%,81%,Not enough data available ,85,83,93,87,85,88,0.04,6%,Not enough data available ,Not enough data available ,Not enough data available ,93%,95%,1.9,Not enough data available ,0.04,6%,Medicare shows only a Star Rating for this topic ,81,91,97,88%,90%,89%,84%,86%
H4909 ,Local CCP ,"ANTHEM INSURANCE COMPANIES, INC. ",Anthem Blue Cross and Blue Shield ,Anthem Inc. ,79%,78%,84,71%,83%,55%,98%,No data available ,No data available ,No data available ,No data available ,Not enough data available ,78%,94%,84%,91%,52%,48%,74%,79%,84,76,90,88,86,86,0.07,0%,Medicare shows only a Star Rating for this topic ,90%,96%,100%,98%,1.9,Not enough data available ,0.07,0%,Medicare shows only a Star Rating for this topic ,Plan too small to be measured ,Plan too small to be measured ,99,86%,87%,85%,80%,82%
H4922 ,Local CCP ,"AGEWELL NEW YORK, LLC ",AgeWell New York ,"ParkerCare New York, LLC ",58%,49%,68,60%,67%,50%,95%,89%,94%,80%,89%,Not enough data available ,65%,96%,75%,74%,65%,36%,50%,87%,80,74,88,82,80,85,0.57,27%,Medicare shows only a Star Rating for this topic ,100%,93%,84%,94%,6.9,Not enough data available ,0.57,27%,Medicare shows only a Star Rating for this topic ,81,Plan too small to be measured ,99,81%,82%,79%,93%,81%
H4931 ,Local CCP ,BANNER - UNIVERSITY CARE ADVANTAGE ,Banner - University Care Advantage ,Banner Health ,67%,62%,66,61%,81%,47%,98%,47%,88%,82%,89%,Not enough data available ,75%,95%,78%,74%,65%,43%,61%,71%,82,75,88,86,88,82,0.08,10%,Medicare shows only a Star Rating for this topic ,99%,87%,94%,95%,6.5,83%,0.08,10%,Medicare shows only a Star Rating for this topic ,87,88,99,77%,81%,77%,92%,81%
