2019 Star View: Medicare Report Card Master Table,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53
H5280,Demo,"Molina Healthcare Of Ohio, Inc.",Molina Healthcare of Ohio,"Molina Healthcare, Inc.,",No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,No data available,No data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H5294,Local CCP,"Superior Health Plan, Inc.",Allwell,Centene Corporation,3,3,4,2,2,4,5,5,5,5,5,Not enough data available,4,4,3,2,Not enough data available,4,Not enough data available,2,5,3,3,2,4,3,4,Not enough data available,2,2,4,Not enough data available,Not enough data available,4,4,3,Not enough data available,2,2,5,4,3,5,5,3,3,4,5
H5302,Local CCP,Aetna Health Inc. (ga),AETNA HEALTH INC. (GA),Aetna Inc.,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,5,5,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,5,4,3,1,Not enough data available,3
H5322,Local CCP,Care Improvement Plus South Central Insurance Co.,UnitedHealthcare,"UnitedHealth Group, Inc.",3,4,3,4,2,3,5,2,5,4,4,Not enough data available,5,5,3,3,3,4,2,2,4,3,4,2,3,3,4,4,2,2,3,5,4,5,5,5,Not enough data available,2,2,4,4,4,5,4,2,3,4,4
H5325,Local CCP,"Coventry Health Care Of Kansas, Inc.",Coventry Health Care,Aetna Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5337,Local CCP,"Aetna Better Health, Inc. (oh)",Aetna Better Health of Ohio (HMO SNP),Aetna Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5355,Demo,Iehp Health Access,IEHP DualChoice,INLAND EMPIRE HEALTH PLAN,No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,No data available,No data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H5377,Local CCP,"Humana Medical Plan Of Pennsylvania, Inc.",Humana,Humana Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5386,Local CCP,Sharp Health Plan,Sharp Health Plan,Sharp Healthcare,5,5,5,Plan too new to be measured,Plan too new to be measured,4,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,4,5,5,5,Not enough data available,Not enough data available,Not enough data available,3,1,5,2,5,4,5,5,4,3,5,Not enough data available,Not enough data available,Not enough data available,4,4,3,Not enough data available,3,5,Not enough data available,5,4,5,5,4,3,4,3
H5410,Local CCP,Healthspring Of Florida,"HealthSpring of Florida, Inc.",CIGNA,5,5,4,3,4,4,5,4,5,5,5,5,5,5,5,5,5,4,4,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,5,5,5,5,5,5,3
H5420,Local CCP,"Medica Healthcare Plans, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",5,5,1,5,3,4,5,4,5,5,5,5,5,5,5,5,2,4,3,3,4,4,4,1,4,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,4,5,3,5,3
H5422,Local CCP,Blue Cross Blue Shield Healthcare Plan Of Georgia,Anthem Blue Cross and Blue Shield,Anthem Inc.,3,3,1,3,3,3,5,1,4,4,4,Not enough data available,3,4,3,3,2,2,5,1,3,4,1,1,1,1,1,2,2,2,2,Not enough data available,Not enough data available,5,5,5,Not enough data available,2,2,3,1,1,5,2,1,2,2,3
H5425,Local CCP,Scan Health Plan,SCAN Health Plan,SCAN Health Plan,4,5,3,2,4,3,5,4,5,5,5,4,5,5,5,5,3,3,3,4,4,2,3,3,4,4,5,2,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,4,3,3,3
H5427,Local CCP,"Freedom Health, Inc.","Freedom Health, Inc.",Anthem Inc.,5,5,2,5,3,2,5,5,5,5,5,5,5,5,5,5,4,2,3,4,4,1,3,4,2,2,4,3,5,4,4,5,5,5,5,5,Not enough data available,5,4,5,5,4,5,4,4,4,5,4
H5430,Local CCP,Onecare By Care1st Health Plan Arizona Inc.,WellCare,"WellCare Health Plans, Inc.",2,3,1,4,5,3,4,3,4,4,4,Not enough data available,5,4,3,5,2,4,Not enough data available,4,3,3,2,3,3,1,2,3,5,3,3,Not enough data available,Not enough data available,3,4,3,Not enough data available,5,3,3,2,3,5,2,2,3,4,4
H5431,Local CCP,"Healthsun Health Plans, Inc.","HealthSun Health Plans, Inc.",Anthem Inc.,5,5,1,5,3,4,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,5,5,5,5,5,5,Not enough data available,5,4,3,5,5,5,5,5,5,5,3,4,5,5,4,5,5,Not enough data available,5,3,5,5,Not enough data available,5,5,5,3,4,4
H5433,Local CCP,Orange County Health Authority,OneCare,Orange County Health Authority,3,3,3,Not enough data available,Not enough data available,4,5,2,4,3,4,Not enough data available,4,3,4,4,Not enough data available,Not enough data available,Not enough data available,2,5,1,2,3,2,3,3,1,5,2,4,5,5,5,5,5,Not enough data available,5,2,3,4,3,5,5,4,5,4,3
H5434,Local CCP,"Blue Cross And Blue Shield Of Florida, Inc.",Florida Blue,Guidewell Mutual Holding Corporation,4,5,4,5,5,4,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,4,4,5,4,4,4,3,4,3,3,3,5,4,4,4,4,4,5,5,5,5,4,5,5,5,4,5,5,5,3,3,5,4,5,4,3,3
H5435,PFFS,Unitedhealthcare Insurance Company,UnitedHealthcare,"UnitedHealth Group, Inc.",2,2,2,1,3,1,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,2,3,3,2,3,1,2,2,3,3,3,3,3,2,2,4,3,5,2,5,4,5,5,5,Not enough data available,3,5,5,2,4,5,4,3,4,3,2
H5439,Local CCP,Health Net Life Insurance Company,Health Net Life Insurance Company,Centene Corporation,3,3,Plan too small to be measured,3,4,No data available,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,4,3,5,4,2,No data available,No data available,2,No data available,3,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,4,4,Not enough data available,Not enough data available,No data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Plan not required to report measure,Not enough data available
H5441,Demo,"Healthfirst Health Plan, Inc.",Healthfirst Medicare Plan,"Healthfirst, Inc.",No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,No data available,Not enough data available,Not enough data available,Plan too small to be measured,Not enough data available,No data available,No data available,No data available,No data available,No data available,No data available
H5454,Local CCP,"Clear Spring Health Of Illinois, Inc.",Clear Spring Health,Delaware Life Insurance Company,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5471,Local CCP,"Simply Healthcare Plans, Inc.","Simply Healthcare Plans, Inc.",Anthem Inc.,5,4,1,4,3,4,5,4,5,5,5,5,5,5,5,5,5,4,3,3,3,2,4,2,4,5,5,4,4,2,3,5,5,4,4,5,3,4,2,5,5,4,5,4,3,2,5,3
H5475,Local CCP,"Meridian Health Plan Of Michigan, Inc.",MeridianCare,"Caidan Enterprises, Inc.",3,4,1,3,5,2,5,1,5,4,3,Not enough data available,4,4,3,3,1,4,3,2,4,1,2,2,4,1,3,1,2,3,3,5,4,5,3,4,Not enough data available,2,3,4,4,4,5,2,1,2,3,2
H5496,Local CCP,"Imperial Health Plan Of California, Inc.","Imperial Health Plan of California, Inc.",Imperial Health Plan of California,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,2,2,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5521,Local CCP,Aetna Life Insurance Company,Aetna Medicare,Aetna Inc.,4,5,4,2,2,3,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,4,4,5,4,3,3,3,4,4,3,4,4,5,4,4,3,5,5,3,4,4,5,5,5,5,5,5,5,3,3,5,4,3,3,2,3
H5522,Local CCP,"Healthassurance Pennsylvania, Inc.",Coventry Health Care,Aetna Inc.,3,4,4,2,4,2,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,4,3,4,4,3,3,3,5,4,3,5,5,4,5,3,4,5,4,3,4,4,5,5,5,4,5,4,5,3,4,5,5,4,4,2,3
H5525,Local CCP,"Humana Benefit Plan Of Illinois, Inc.",Humana,Humana Inc.,3,4,3,4,2,2,4,No data available,No data available,No data available,No data available,2,3,5,4,4,3,3,3,4,3,4,4,3,4,4,2,4,4,4,3,4,4,5,5,5,5,4,4,3,3,4,5,5,4,4,4,3
H5526,Local CCP,Healthnow New York Inc.,BlueCross BlueShield of WNY and BlueShield of NENY,HealthNow New York Inc.,5,5,4,3,4,4,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,5,4,5,5,4,1,4,2,3,4,3,4,3,5,4,4,5,5,4,5,3,5,5,5,4,5,5,3,4,4,4,5,5,4,4,4
H5528,Local CCP,Group Health Incorporated,EmblemHealth Medicare PPO,"EmblemHealth, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Not enough data available,No data available,No data available,No data available,No data available,No data available
H5533,Local CCP,"Upmc Health Network, Inc.",UPMC for Life,UPMC Health System,4,3,5,3,5,2,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,4,4,4,4,4,2,3,4,2,3,5,5,5,4,4,5,5,4,3,5,5,4,4,5,3,5,4,5,2,5,5,5,5,4,1,3
H5549,Local CCP,Vns Choice,VNSNY CHOICE Medicare,Visiting Nurse Service of New York,3,3,2,4,2,4,4,3,3,3,3,4,5,4,2,2,3,5,Not enough data available,1,2,4,3,3,3,2,3,4,2,1,5,1,1,3,2,4,5,2,1,3,3,3,5,4,2,2,2,4
H5576,Local CCP,"Vantage Health Plan, Inc.","Vantage Health Plan, Inc.","Vantage Holdings, Inc.",3,4,2,3,2,1,5,4,5,4,5,4,4,5,4,5,4,3,1,3,2,2,4,2,5,3,4,3,4,4,3,5,4,4,3,5,Not enough data available,4,4,5,4,4,5,3,1,2,4,2
H5577,Local CCP,"Mcs Advantage, Inc.",MCS Classicare,"Medical Card System, Inc.",5,5,1,4,3,4,5,4,5,5,5,5,5,5,5,5,3,5,2,2,2,2,4,2,3,5,5,3,5,3,5,5,5,Not enough data available,Not enough data available,5,5,5,3,4,5,5,5,2,2,1,4,2
H5580,Local CCP,Mercy Care,Mercy Care Advantage,Mercy Care,2,3,1,3,2,3,5,2,4,4,4,2,5,4,4,3,1,5,4,2,3,2,3,3,3,3,5,2,5,4,4,4,4,5,5,2,3,5,4,4,4,4,5,2,1,2,1,3
H5587,Local CCP,"Health Choice Arizona, Inc.",Steward Health Choice Generations (HMO SNP),IASIS Healthcare,2,2,1,3,5,2,4,1,4,4,4,1,3,4,2,2,1,4,Not enough data available,2,1,2,1,1,3,1,3,1,3,3,1,4,3,4,5,3,1,3,3,3,3,1,4,1,1,1,4,2
H5590,Local CCP,Bridgeway Health Solutions,Allwell,Centene Corporation,3,2,Plan too small to be measured,1,3,1,3,No data available,5,5,5,Not enough data available,5,4,5,4,Not enough data available,5,5,1,4,2,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,4,Not enough data available,4,2,5,4,4,3,Not enough data available,4,Not enough data available,2,Plan too small to be measured,Plan too small to be measured,5,4,3,4,No data available,3
H5591,Local CCP,"Martin's Point Generations Advantage, Inc.",Martin's Point Generations Advantage,"Martin's Point Health Care, Inc.",5,5,5,4,5,3,5,1,5,5,5,1,5,4,5,5,4,1,3,4,3,4,5,5,5,5,5,5,5,5,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,3,4
H5594,Local CCP,"Optimum Healthcare, Inc.","Optimum HealthCare, Inc.",Anthem Inc.,5,5,2,2,3,3,5,5,5,5,5,5,5,5,5,5,4,2,2,4,4,1,4,5,3,4,5,4,5,4,4,5,5,5,5,5,Not enough data available,5,4,5,5,5,5,4,5,4,5,3
H5608,Local CCP,"Denver Health Medical Plan, Inc.","Denver Health Medical Plan, Inc.",Denver Health and Hospital Authority,3,3,4,4,4,3,5,1,5,2,4,Not enough data available,4,3,4,3,3,4,3,5,4,3,1,1,3,3,2,4,5,4,4,4,3,2,2,3,5,5,4,4,4,4,5,3,2,3,4,3
H5613,MSA,"Mvp Health Plan, Inc.",MVP HEALTH CARE,"MVP Health Care, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
H5619,Local CCP,"Arcadian Health Plan, Inc.",Humana,Humana Inc.,3,4,3,3,3,3,5,4,5,5,5,2,4,5,5,4,3,2,4,3,3,3,3,3,Not enough data available,4,4,1,4,4,5,3,4,5,5,5,5,4,4,5,4,2,5,4,4,3,4,3
H5628,Local CCP,"Molina Healthcare Of Utah, Inc.",Molina Healthcare of Utah,"Molina Healthcare, Inc.,",2,4,3,3,3,3,4,2,5,4,4,4,4,4,4,3,4,4,5,1,3,5,4,5,2,4,2,4,5,4,3,5,2,4,4,5,5,5,4,5,4,4,5,3,2,3,2,3
H5644,Local CCP,Network Health Insurance Corporation,Network Health Medicare Advantage Plans,"Network Health, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5649,Local CCP,"Central Health Plan Of California, Inc.",Central Health Medicare Plan,AHMC Central Health LLC,3,4,5,5,5,4,5,4,4,5,5,5,5,5,5,4,2,4,3,2,3,2,Not enough data available,1,Not enough data available,1,1,Not enough data available,5,3,5,5,4,4,5,5,Not enough data available,5,3,5,3,Not enough data available,5,4,3,2,1,4
H5652,Local CCP,"Sierra Health And Life Insurance Company, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,5,5,4,4,5,5,4,5,5,5,Not enough data available,5,3,4,4,2,5,5,5,3,Not enough data available,3,5,5,4,5,1,3,5,2,5,5,5,5,5,Not enough data available,3,5,4,5,4,5,5,4,4,5,2
H5656,Local CCP,"Selectcare Health Plans, Inc.",WellCare,"WellCare Health Plans, Inc.",2,3,2,4,3,3,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,2,4,3,3,Not enough data available,3,2,2,3,3,2,2,Not enough data available,2,2,2,4,3,3,5,4,5,5,5,Not enough data available,4,3,3,4,Not enough data available,5,2,1,2,2,5
H5703,Local CCP,South Country Health Alliance,South Country Health Alliance,South Country Health Alliance,4,4,Plan too small to be measured,Not enough data available,Not enough data available,No data available,4,3,Not enough data available,Not enough data available,Not enough data available,Not enough data available,5,No data available,3,5,Not enough data available,No data available,No data available,2,No data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,5,4,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,5,5,5,5,3,5
H5742,Local CCP,"Sha, Llc",FirstCare Advantage,Covenant Health - Hendrick Medical Center,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5746,Local CCP,"Amerigroup Community Care Of New Mexico, Inc.",Amerigroup Community Care of New Mexico,Anthem Inc.,2,3,4,2,3,3,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,3,4,4,3,3,3,3,4,3,2,1,3,2,2,1,2,3,1,3,Not enough data available,Not enough data available,5,5,4,Not enough data available,3,1,2,2,1,5,1,1,3,4,3
H5774,Local CCP,"Triple S Advantage, Inc.",Triple S Advantage,Triple-S Management Corporation,5,5,1,4,3,4,5,4,5,5,5,2,5,5,4,3,3,5,4,2,3,3,4,1,4,5,5,4,5,2,5,5,5,Not enough data available,Not enough data available,5,5,5,2,5,5,5,5,2,2,1,5,3
H5779,Local CCP,"Meridian Health Plan Of Illinois, Inc.",MeridianCare,"Caidan Enterprises, Inc.",3,3,2,Not enough data available,Not enough data available,2,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,2,3,2,4,Not enough data available,4,4,3,3,Not enough data available,2,5,3,3,2,4,1,3,Not enough data available,5,2,5,3,5,Not enough data available,1,3,Not enough data available,4,2,5,3,3,4,3,3
H5793,Local CCP,Aetna Health Inc. (ct),Aetna Medicare,Aetna Inc.,4,4,4,4,5,2,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,4,4,5,4,5,3,3,3,5,3,4,4,5,4,4,2,4,5,1,4,4,5,5,5,5,5,5,1,5,2,4,5,4,4,3,2,4
H5810,Local CCP,Molina Healthcare Of California,Molina Healthcare of California,"Molina Healthcare, Inc.,",3,3,2,2,3,4,5,2,4,4,4,Not enough data available,4,4,3,2,3,Not enough data available,Not enough data available,2,4,3,1,2,2,3,2,1,5,4,4,4,4,4,4,5,Not enough data available,5,4,5,4,2,5,2,1,2,3,3
H5823,Local CCP,"Molina Healthcare Of Washington, Inc.","Molina Healthcare of Washington, Inc.","Molina Healthcare, Inc.,",2,3,2,2,3,3,5,1,5,4,4,3,4,4,4,3,2,5,Not enough data available,2,4,4,1,3,3,1,1,4,5,3,5,5,3,4,4,5,5,5,3,4,2,2,5,3,1,3,2,4
H5826,Local CCP,Community Health Plan Of Washington,Community HealthFirst Medicare Advantage Plan,Community Health Plan of Washington,4,4,4,4,5,3,5,1,5,2,3,1,5,5,4,3,5,4,3,4,4,5,1,2,3,3,2,3,5,4,5,5,3,4,5,5,Not enough data available,5,4,5,3,2,5,3,2,3,3,4
